"id","jira_parent_id",candidate_id,"project_id","ticket_number","interview_number","interview_type","interview_technology","interview_language","interview_seniority_level","task_status","task_created_date","interview_date","subjective_readiness","interviewer_comment","project_name"
2212,956,11367,444,SPT-16725,1,TECH,React,RUSSIAN,,DONE,"2022-08-09 07:07:29","2022-08-10 12:00:00",75.0,"В целом хорошая теоретическая база, иногда отвечает поверхностно можно углубиться в детали как что работает. Остальные моменты подсвечены в матрице.				",Team Force
2215,962,13405,488,SPT-16747,2,TECH,iOS,ENGLISH,M2,DONE,"2022-08-09 09:59:16","2022-08-12 10:00:00",95.0,"Сильные стороны:
- Хорошо говорит на английском
- Уверенно доносит завершенную мысль 
- По техническому стеку проекта - ориентируется хорошо

Слабые стороны:
-",Space (Neobank)
2220,964,3966,940,SPT-16764,2,TECH,Android,RUSSIAN,S1,DONE,"2022-08-09 12:54:14","2022-08-10 10:00:00",100.0,"Сильные стороны: it fundamentals (solid, s vs I), kotlin (inline, data class, sealed class, reified, delegates), kotlin cororutines (coroutine context, job, dispatchers, coroutineExceptionHandler, withContext, launch, async, flow), android (views, layouts, SingleActivity and etc.), dagger2 (module, component, inject, subcomponent, component dependencies), retrofit, cicerone

Слабые стороны: минусы mvvm

",Банки.ру
2222,963,1374,52,SPT-16758,2,TECH,React,RUSSIAN,J1,DONE,"2022-08-09 12:22:09","2022-08-10 06:00:00",90.0,"Сильные стороны: хорошие глубокие знания в нативных темах, умение решения задач, общие вопросы, ts

Слабые стороны: небольшая невнимательность (задачи знал как решить, решал, но не замечал некоторые моменты)

",X5 Retail Group Портал поставщика
2224,965,7766,1389,SPT-16756,1,TECH,Java,RUSSIAN,,DONE,"2022-08-09 11:37:16","2022-08-11 14:00:00",70.0,"Сильные стороны: Java-core, коллекции.

Слабые стороны: spring-core, hibernate. 

",Laba_Sales
2225,966,7756,1472,SPT-16753,1,TECH,React,RUSSIAN,,DONE,"2022-08-09 11:16:16","2022-08-12 06:00:00",92.0,"Сильные стороны: Отличная теоретическая подготовка

Слабые стороны: Бывают ошибки в решении задач

",СБЕР РБ
2227,969,1533,1118,SPT-16751,2,TECH,Android,ENGLISH,M3,DONE,"2022-08-09 11:02:31","2022-08-11 13:00:00",85.0,"Сильные стороны: Хороший английский, отвечает хорошо, строит логические цепочки, RxJava, Coroutines, MVP, MVVM

Слабые стороны: сложно выделить что-то проблемное, есть мелкие моменты которые опишу в поле что подтянуть

",msg Plaut Austria GmbH
2228,972,12769,1092,SPT-16775,1,TECH,AutomationJava,ENGLISH,M3,CANCEL,"2022-08-09 14:40:56","2022-08-12 11:00:00",,"Сильные стороны:

Слабые стороны:

",Allianz Partners (MultiLob)
2231,920,8475,52,SPT-16769,3,TECH,QAAutomationPython,RUSSIAN,J1,DONE,"2022-08-09 13:51:36","2022-08-10 13:00:00",90.0,"Сильные стороны:
Очень хорошая техническая подготовка. 
Слабые стороны:
Слабая легенда, необходимо подготовить её убедительнее.
",X5 Retail Group Портал поставщика
2232,927,1129,52,SPT-16768,2,TECH,QAAutomationPython,RUSSIAN,J2,DONE,"2022-08-09 13:45:26","2022-08-10 14:00:00",90.0,"Сильные стороны:
За короткое время разобрался с тестнгом мобильных платформ.
Подготовил неплохую легенду для заказчика.
Хорошо теоретически подкован
Слабые стороны:
Упустил из внимания тему связанную с ""мобильными фермами"".
   Можно показывать кандидата заказчику.",X5 Retail Group Портал поставщика
2234,970,10938,1472,SPT-16766,2,TECH,Java,RUSSIAN,,DONE,"2022-08-09 13:22:31","2022-08-16 06:00:00",85.0,"Сильные стороны:

Слабые стороны: 

",СБЕР РБ
2235,718,2289,195,SPT-16765,5,TECH,Java,RUSSIAN,J2,DONE,"2022-08-09 13:17:34","2022-08-10 10:00:00",90.0,"Сильные стороны:  Java, Spring, Hibernate, SQL

Слабые стороны: Gradle, Spring Security

",Философия ИТ
2237,973,812,1245,SPT-16780,1,TECH,QAManual,ENGLISH,J3,DONE,"2022-08-09 15:37:29","2022-08-11 09:00:00",90.0,"Сильные стороны: отвечает на вопросы правильно

Слабые стороны: проседает слегка по софтскилльной части, по поведению на камеру, тушуется если не знает какие слова использовать

нужен ещё прогон прошлифовать текст",Trip-arc
2238,909,2778,1102,SPT-16778,3,TECH,QA Lead,ENGLISH,S2,DONE,"2022-08-09 15:10:07","2022-08-11 16:00:00",80.0,"Сильные стороны: Christina is a fast learner. Quickly worked through the comments from the previous training. Another plus. Good experience in testing.

Слабые стороны: A little lost in the test plan and test strategy, if you succeed in details. In the topic of management, you need to continue to improve your skills

",Fressnapf Tiernahrungs
2239,880,2683,66,SPT-16776,3,TECH,BusinessAnalyst,RUSSIAN,S1,CANCEL,"2022-08-09 15:02:51","2022-08-12 06:30:00",,"Сильные стороны:

Слабые стороны:

",Альфа-банк
2242,859,7747,279,SPT-16783,4,TECH,NodeJs,ENGLISH,,DONE,"2022-08-09 18:05:51","2022-08-15 09:00:00",80.0,"Сильные стороны: У кандидата хорошие теор знания языка, механизмов nodejs, баз данных а так же улучшение качества кода

Слабые стороны: повторить тему дизайн паттерно, хотя бы самы основнфе такие как strategy, facade, фабрика. Нужно почитать про микросервисы, по возможности порабодать с ними чтобы выяснить какими недостатками и плюсами данная архитектура обладает, так же нужно изучить какие существуют аргументы для мониторинга, отладки, и отлавливания ошибок сервера на продакшннужно почитать про микросервисы, по возможности порабодать с ними чтобы выяснить какими недостатками и плюсами данная архитектура обладает, так же нужно изучить какие существуют аргументы для мониторинга, отладки, и отлавливания ошибок сервера на продакшн",Wondersign
2243,977,923,78,SPT-16790,2,TECH,Go,ENGLISH,S1,DONE,"2022-08-10 06:57:52","2022-08-10 09:00:00",85.0,"Сильные стороны: Всесторонний опыт (Максиму приходилось работать с DevOps, Frontend, backend частями), есть менеджерские качества. 

Слабые стороны: Sonic Search, Vault

",WorldR
2244,978,8750,78,SPT-16789,2,TECH,Go,ENGLISH,M2,DONE,"2022-08-10 06:57:32","2022-08-10 08:30:00",85.0,"Сильные стороны: хороший стек, есть опыт с большинством необходимых технологий.

Слабые стороны: Vault, Sonic Search.

",WorldR
2245,984,7677,1157,SPT-16813,1,TECH,QAManual,RUSSIAN,,DONE,"2022-08-10 08:58:18","2022-08-11 11:00:00",85.0,"Сильные стороны: самопрезентация, логические рассуждения, уверенные знания 

Слабые стороны: -

",ПАО Банк «ФК Открытие»
2246,979,1292,1401,SPT-16812,2,TECH,Java,ENGLISH,S2,DONE,"2022-08-10 08:54:52","2022-08-11 06:00:00",70.0,"Сильные стороны: sql, spring core, java core, architecture knowledge 

Слабые стороны: noSql, cloud services, pros and cons kafka

",Wio Bank
2247,982,4284,381,SPT-16806,1,TECH,DevOps,RUSSIAN,J3,DONE,"2022-08-10 08:45:10","2022-08-11 12:00:00",81.0,"Сильные стороны: Linux, Docker, CI/CD, K8S, Ansible

Слабые стороны: Message brokers. Logging (practice), Windows Server and tools, Cassandra, Helm

",X5 Retail Group. 5POST
2248,863,7763,1389,SPT-16805,3,TECH,Java,RUSSIAN,,DONE,"2022-08-10 08:37:02","2022-08-15 10:00:00",78.0,"Сильные стороны: Spring core, SQL, Java core

Слабые стороны: k8s, Multithreading

",Laba_Sales
2249,983,860,476,SPT-16804,1,TECH,ReactNative,ENGLISH,M1,DONE,"2022-08-10 08:33:58","2022-08-11 11:00:00",90.0,"Сильные стороны:
Кандидат показал хорошие теоретические знания в данной технологии, вел себя уверенно и здраво рассуждал
Слабые стороны:
Не было решено практическое задание",PropertyGuru Group
2250,980,4286,16,SPT-16803,1,TECH,Java,RUSSIAN,M2,CANCEL,"2022-08-10 08:32:24","2022-08-11 05:32:00",,"Сильные стороны:

Слабые стороны:

",Яндекс Медиалаб
2251,883,2916,940,SPT-16796,2,TECH,React,RUSSIAN,M1,DONE,"2022-08-10 07:26:06","2022-08-11 06:00:00",90.0,"Сильные стороны: Оптимизация, верстка

Слабые стороны: webpack/gulp

Матрицу не заполнял, не подходит под проект.
Артем показал достаточную экспертизу для проекта 

",Банки.ру
2256,988,9202,1472,SPT-16821,2,TECH,Java,RUSSIAN,,DONE,"2022-08-10 10:34:59","2022-08-15 10:00:00",83.0,"Сильные стороны: Java, Spring, Hibernate

Слабые стороны: Gradle, SQL

",СБЕР РБ
2257,987,6703,1473,SPT-16820,2,TECH,Java,RUSSIAN,,DONE,"2022-08-10 10:21:05","2022-08-16 10:20:00",75.0,"Сильные стороны: Java core, SQL, SOLID

Слабые стороны: Spring core, Spring Boot, Spring cloud

",СБЕР КИБ
2258,989,11317,1472,SPT-16819,2,TECH,React,RUSSIAN,,DONE,"2022-08-10 09:53:28","2022-08-23 13:00:00",100.0,"Сильные стороны: хорошо знает теорию, легко и правильно отвечает, в задачах не терялся

Слабые стороны: иогда не уверенно отвечает

",СБЕР РБ
2259,983,860,476,SPT-16815,3,TECH,ReactNative,ENGLISH,M1,DONE,"2022-08-10 09:18:31","2022-08-15 12:00:00",90.0,"Сильные стороны:
- React
- React Native
- Modern React Native
- Git

Слабые стороны:
- CI/CD
- App distribution
- Testing
- Native Modules
",PropertyGuru Group
2260,980,4286,16,SPT-16814,2,TECH,Java,RUSSIAN,M2,DONE,"2022-08-10 09:17:46","2022-08-12 05:30:00",80.0,"Сильные стороны: Java core, Spring core, SQL

Слабые стороны: Kafka

",Яндекс Медиалаб
2262,992,3589,369,SPT-16837,1,TECH,React,RUSSIAN,J2,DONE,"2022-08-10 12:54:51","2022-08-11 12:00:00",90.0,"Сильные стороны: Приятный в общении. По большинству вопросов ответы правильные.

Слабые стороны: в матрице.

",Ланит - ВТБ
2264,990,12730,1032,SPT-16832,2,TECH,Java,ENGLISH,M2,DONE,"2022-08-10 12:28:10","2022-08-11 13:00:00",80.0,"Сильные стороны:
Version Control System
Estimations
Development Methodologies
Testing processes
Continuous Integration/Continuous Delivery/Deployment
Spring Boot


Слабые стороны:
SQL Databases
Hibernate
Spring Core
Code Standards/Code Review Process
Algorithms/Data Structures
",BlueBridge Technologies
2266,941,12488,922,SPT-16830,3,TECH,React,ENGLISH,M3,DONE,"2022-08-10 12:07:24","2022-08-12 09:00:00",95.0,"Сильные стороны:
Hoes does browser work?
Critical path of rendering
Reflow, Repaint
Critical path of rendering optimization 
Script async/defer
React optimizations
Image optimization
Hydration 
SSR
Next Js
CWV
React Context vs Redux
Web Page Optimization
HTTP caching
How detect a cause of slowly loading site?
What cache-control HTTP header?
3 CWV metrics (LCP, FID, CLS)
Tools to measure CVW metrics
CLS, how to deal with it?
FID, how to deal with it?
Critical CSS

Слабые стороны:
----
",Moovforge
2267,994,9210,1473,SPT-16829,2,TECH,React,RUSSIAN,,DONE,"2022-08-10 12:01:27","2022-08-15 10:00:00",50.0,"Сильные стороны: К сильным сторонам можно отнести понимание асинхронности и знание в области redux

Слабые стороны: hoisting (function exprission), Map и Set, разобрать на практике метод reduce на более сложных примерах, повторить остальные методы массивов, приведение объектов в примитивы.

",СБЕР КИБ
2268,972,12769,1092,SPT-16827,3,TECH,AutomationJava,ENGLISH,M3,DONE,"2022-08-10 11:41:21","2022-08-12 11:00:00",85.0,"Peter has a good understanding of prioratization and building testing from business perspective on both theoretical and practise level. Peter makes an impression of man with experience in testing that familiar with different approaches and technologies and knows why they should or should not be used. However, I would recommend Peter to get more familiar with testing on a code level (different types of integration testing, features and benefits of Component testing, Contract testing), get a practise of working with mocks and stubs. Another field that requires additional attention is learning about how to organize better and at what stages and time to run all those testing types within CI/CD pipelines.

Strong sides:
- tech knowledge
- experience
- understanding of business value in terms of testing

Weak sides:
- lack of knowledge in different testing types non-related to business logic
- needs deeper understanding of testing types within CI/CD				",Allianz Partners (MultiLob)
2270,991,2289,494,SPT-16825,2,TECH,Java,RUSSIAN,J2,DONE,"2022-08-10 11:06:30","2022-08-11 05:00:00",78.0,"Сильные стороны: Java core, Hibernate, SQL

Слабые стороны: k8s, многопоточка

",Сбер Риски Департамент интегрированного риск-менеджмента
2271,995,11316,1472,SPT-16858,2,TECH,Java,RUSSIAN,,DONE,"2022-08-10 14:46:41","2022-08-15 06:00:00",80.0,"Сильные стороны:

Слабые стороны: тестирование

",СБЕР РБ
2272,999,11540,1032,SPT-16857,2,TECH,Java,ENGLISH,M2,DONE,"2022-08-10 14:35:43","2022-08-12 11:00:00",85.0,"Сильные стороны:
strong candidate
Слабые стороны:
feels like he doesn't know much about HL7
",BlueBridge Technologies
2275,998,11877,195,SPT-16853,1,TECH,Java,RUSSIAN,,DONE,"2022-08-10 14:17:38","2022-08-12 06:00:00",70.0,"Сильные стороны: Java, SQL

Слабые стороны: k8s, ansible

",Философия ИТ
2277,997,4045,718,SPT-16850,2,TECH,PHP,RUSSIAN,S2,DONE,"2022-08-10 14:08:16","2022-08-12 05:30:00",85.0,"Сильные стороны:
Good practical experience.

Слабые стороны:
but more clear answers required for some topics (see table).
",Exinity
2281,894,7624,195,SPT-16845,4,TECH,QAAutomationJava,RUSSIAN,,DONE,"2022-08-10 13:27:00","2022-08-15 05:00:00",95.0,"Сильные стороны: закрыл практически все пробелы с предыдущего прогона

Слабые стороны: остались пробелы по командам linux,  недостатки selenide. Пока прогонов не нужно, перед слотом можно прогнать будет, чтобы освежить основные моменты в памяти. 

",Философия ИТ
2284,503,11009,270,SPT-16867,6,TECH,QAAutomationJava,RUSSIAN,,DONE,"2022-08-10 16:32:04","2022-08-16 11:00:00",88.0,"Проговорили возможные вопросы по флоу работы на предыдущих проектах, возможные практические ситуации, которые могли происходить на проекте. Что нужно отвечать на нестандартные вопросы.
Проговорили про логгеры и как при помощи них отыскивать места падения программы. Ожидания - что такое и как используются в API тестировании. 
Прошлись по нюансам и тонкостям мобильного тестирования.",M10 (PayPoint)
2286,893,10374,195,SPT-16864,3,TECH,QAAutomationJava,RUSSIAN,,DONE,"2022-08-10 15:51:27","2022-08-12 13:30:00",80.0,"Сильные стороны: Мало пробелов, крутые софт-скиллы, хорошее понимание процессов на проекте

Слабые стороны: Лайвкодинг в разрезе работы с коллекциями и стримами

",Философия ИТ
2292,955,7607,195,SPT-16870,3,TECH,Java,RUSSIAN,,DONE,"2022-08-11 06:20:22","2022-08-12 15:00:00",70.0,"Сильные стороны:
Architecture Knowledge, SQL
Слабые стороны:
CI/CD
GitFlow

Подтянул вопросы с прошлого прогона. Выявились пробелы в других частях. 
FactoryBean
",Философия ИТ
2293,1005,2906,335,SPT-16869,2,TECH,Android,RUSSIAN,J2,DONE,"2022-08-11 06:01:29","2022-08-12 14:00:00",85.0,"Сильные стороны:
Хорошие софт скиллы
Глубокие познания в фундаментальных вещах и нормальный практический опыт
Слабые стороны:
Иногда путается в определениях
В некоторых вещах не хватает практического опыта
",Сбер РБ - Домклик
2296,928,880,922,SPT-16877,4,TECH,React,ENGLISH,M1,CANCEL,"2022-08-11 07:24:46","2022-08-15 12:00:00",,"Сильные стороны:

Слабые стороны:

",Moovforge
2300,1007,3702,665,SPT-16871,2,TECH,React,RUSSIAN,M2,DONE,"2022-08-11 07:01:30","2022-08-12 11:00:00",79.0,"Сильные стороны: хорошие знания по большинству тем, справился с задачами

Слабые стороны: стоит повторить reconciliation, story book, scrum

",Booking Group Corporation
2305,883,2916,940,SPT-16882,4,TECH,React,RUSSIAN,M1,DONE,"2022-08-11 09:23:47","2022-08-15 06:00:00",95.0,"Готов к прохождению собеседования на проект

",Банки.ру
2307,1017,7614,1157,SPT-16902,1,TECH,QAAutomationJava,RUSSIAN,,DONE,"2022-08-11 12:54:02","2022-08-12 12:00:00",80.0,"Сильные стороны:

Слабые стороны:

",ПАО Банк «ФК Открытие»
2310,1015,3256,983,SPT-16896,2,TECH,Java,RUSSIAN,M2,DONE,"2022-08-11 12:01:40","2022-08-12 07:00:00",75.0,"Сильные стороны: хорошая селф презентация, хорошая база в java и фреймворках

Слабые стороны: нет опыта с микросервисами и канкарренси

",StormPay
2311,1016,1010,1391,SPT-16892,1,TECH,Angular,RUSSIAN,M1,DONE,"2022-08-11 11:11:56","2022-08-12 10:00:00",75.0,"В целом, показал довольно неплохие знания по опрошенным темам, но есть и темы по которым есть пробелы и нужно их подтянуть.  Я бы посоветовал попытаться подтянуть пробелы и пройти ещё один прогон.

",Jusan Bank - Staff augmentation
2312,1018,2854,983,SPT-16891,2,TECH,UXUI,RUSSIAN,M1,DONE,"2022-08-11 11:03:44","2022-08-12 11:00:00",60.0,"Сильные стороны:
Уверенно говорит, есть знания и практический опыт. 

Слабые стороны:
Больше говорит, чем слушает, приходилось перебивать чтобы задать вопрос. 
Не хватает структурности в ответах. 
Также показалось что она ела во время созвона.  
Общее впечатление – нет понимания зачем нужен тех прогон. 
",StormPay
2315,1020,10397,488,SPT-16916,2,TECH,ProjectManagement,ENGLISH,J1,DONE,"2022-08-11 14:30:10","2022-08-16 09:00:00",70.0,"Сильные стороны: 
Хороший уровень самопрезентации. Чувствуется опыт переговоров. Даже при незнании топика начинает накидывать возможные варианты, задает вопросы. Структурное, логичное мышление
Слабые стороны: Мало практического опыта, но в то же время относительно правильно решает кейсы, не нервничает и быстро ориентируется 

",Space (Neobank)
2317,1022,11755,1157,SPT-16911,2,TECH,iOS,RUSSIAN,,DONE,"2022-08-11 14:09:41","2022-08-15 10:00:00",50.0,"Сильные стороны:
Многопоточность
Слабые стороны:
Структуры данных
",ПАО Банк «ФК Открытие»
2318,973,812,1245,SPT-16909,3,TECH,QAManual,ENGLISH,J3,DONE,"2022-08-11 13:52:19","2022-08-15 09:00:00",95.0,"Сильные стороны: подтянула слабые моменты, стала говорить гораздо увереннее, самопреза

Слабые стороны: иногда ответы не совсем структурированные
прогонов больше не требуется

",Trip-arc
2320,1024,3978,164,SPT-16907,2,TECH,Oracle,RUSSIAN,S2,DONE,"2022-08-11 13:22:47","2022-08-16 10:00:00",85.0,"Сильные стороны:
Богатый опыт работы с Postgresql, что подтвердил на собеседовании.

Слабые стороны:
Мало опыта работы с Oracle. Не подгтовлена самопрезентация. Рассказ о себе достаточно сбивчивый, перепрыгивает с проекта на проект. Не понял без дополнительных вопросов какую роль исполнял кандидат на описываемых проектах.
",МТС Диджитал
2322,1021,12961,140,SPT-16905,2,TECH,SystemAnalyst,RUSSIAN,,DONE,"2022-08-11 13:11:22","2022-08-15 07:00:00",85.0,"Сильные стороны:  Опыт работы по СКРАМ. Навыки подготовки проектной документации: user story, use case. Опыт описания бизнес процессов с использованием BPMN. Знания концептуальных принципов микросервисной архитектуры. Опыт работы с реляционными БД: PosrgreSQL, MySQL,  а также нереляционной MongoDB. Хорошо развиты коммуникативные навыки, логическое мышление.

Слабые стороны:
1) Подготовка спецификация к системе (решению): SRS
2) Методы интеграции 
3) SOAP: разница между WSDL/XSD
REST: статус коды ответного http сообщения. Структура спецификации OpenAPI 3.0. Drafts JSON схемы
4) Четко знать отличие толстого и тонкого клиента
5) Репликация БД
",Ланит - Сбер
2323,953,3909,935,SPT-16929,3,TECH,BusinessAnalyst,RUSSIAN,,DONE,"2022-08-11 18:33:58","2022-08-15 11:00:00",65.0,"Какому уровню соответствует кандидат (J1,J2,J3,M1,M2,M3,S):  ВА j2

Общее впечатления после интервью:  Неплохие софт-скилы, местами говорит информацию, которую не спрашивали, что дает шанс задать доп вопрос и все равно говорит лишнюю информацию пока не остановишь, не уточняет заданные вопросы если не совсем понимает о чем вопрос. Может участвовать в:
- работе с требованиями, но нужно подтянуть практику описания
- работе с изменениями требований (под наблюдением)
- моделировании несложных диаграмм, нужно подучить полезные элементы 
- прототипировании ",LigaStavok.TM
2327,1028,3731,288,SPT-16925,2,TECH,dotNET,RUSSIAN,M2,DONE,"2022-08-11 17:24:51","2022-08-15 14:30:00",98.0,"Сильные стороны:
Большой практический опыт

Слабые стороны:

",Cian_2
2328,956,11367,444,SPT-16940,3,TECH,React,RUSSIAN,,DONE,"2022-08-12 06:36:58","2022-08-15 13:00:00",65.0,"В целом достаточно хорошая теоретическая база по основным технологиям, React/JS. Большинство вопросов с предудыщего прогона подтянул.
Надо больше почитать про функциональное программирование и rxJS. Подтянуть работу с гитом. Очень желательно, что бы у следующего проверяющего был опыт с rxJS, так как это одно из трёх требований к проекту. На позицию синъёр разработчика пока не готов, так как надо подтянуть более общие темы, не касающиеся непосредственно кода (функциональное программирование, rxJS, gitFlow).

Сильные стороны:
Хорошие знания по React и JS

Слабые стороны:
git (merge/rebase, reset), gitFlow
функциональное программирование (композиция функций)
rxJS - надо больше почитать о принципах разработки и способах применения",Team Force
2329,906,7612,1473,SPT-16938,3,TECH,React,RUSSIAN,,DONE,"2022-08-12 06:18:00","2022-08-17 06:00:00",93.0,"Сильные стороны: Отличная подготовка, не теряется, быстрые, уверенные ответы, хорошие практические навыки. В случае неверного ответа правильно рассуждает и ищет верное решение

Слабые стороны: есть небольшие пробелы в некоторых темах. Желательно посмотреть задачи и подтянуть теорию, где нужно.

",СБЕР КИБ
2330,1030,1368,288,SPT-16937,2,TECH,dotNET,RUSSIAN,M2,DONE,"2022-08-12 06:16:55","2022-08-15 11:00:00",95.0,"Сильные стороны:
Хорошие здания .net, REST, Asp.Net, BD

Слабые стороны:
Есть пробелы в БД, как хранятся данные на стороне клиента, SOLID
",Cian_2
2331,1031,1594,1073,SPT-16936,1,TECH,Java,ENGLISH,J3,DONE,"2022-08-12 06:10:47","2022-08-12 14:00:00",75.0,"Сильные стороны:
AWS
Слабые стороны:
микросервисы, CI/CD
",Mondia group
2332,817,8752,1327,SPT-16935,4,TECH,QAManual,RUSSIAN,,DONE,"2022-08-12 06:01:16","2022-08-16 08:00:00",99.0,"Сильные стороны: отлично разобралась с темой баз данных, выполнила много задач различного уровня сложности

Слабые стороны: немного невнимательна когда волнуется

",Сбер РБ Кошелек Клиента (ФИТ)
2334,1029,7385,1473,SPT-16933,2,TECH,Java,RUSSIAN,,DONE,"2022-08-12 05:50:35","2022-08-18 06:00:00",80.0,"Сильные стороны:

Слабые стороны:

",СБЕР КИБ
2335,982,4284,381,SPT-16932,3,TECH,DevOps,RUSSIAN,J3,DONE,"2022-08-12 05:48:25","2022-08-15 09:00:00",90.0,"Сильные стороны:
Неплохой опыт работы с k8s, чувствуется опыт работы с базами данных.
Слабые стороны:

",X5 Retail Group. 5POST
2337,980,4286,16,SPT-16966,4,TECH,Java,RUSSIAN,M2,DONE,"2022-08-12 10:48:56","2022-08-15 07:00:00",90.0,"Кандидат готов к собеседованию с заказчиком. Были недочеты в части вопросов по Spring Framework (стоит уделить внимание Spring Actuator, Spring Bean scopes/application context). Были помарки в решении задач - стоит ""набить"" руку решением типовых задач с LeetCode'a в CodeShare/Notepad Без использования средств IDE. ",Яндекс Медиалаб
2339,965,7766,1389,SPT-16963,3,TECH,Java,RUSSIAN,,DONE,"2022-08-12 10:29:49","2022-08-18 06:00:00",80.0,"Сильные стороны:
Хорошо рассказывает про свой опыт и в целом уверенно отвечает про свои знания. Хорошие теоретические знания. Пытается рассуждать на вопросах, которые не знает ответа.

Слабые стороны:
Фактически только скромный стаж работы.
",Laba_Sales
2340,617,3138,16,SPT-16962,5,TECH,Java,RUSSIAN,S1,DONE,"2022-08-12 10:24:10","2022-08-16 07:30:00",100.0,"Сильные стороны:
Хорошо готовится
Слабые стороны:

",Яндекс Медиалаб
2341,881,7790,940,SPT-16961,4,TECH,Android,RUSSIAN,,CANCEL,"2022-08-12 10:19:12","2022-08-18 11:00:00",,"Сильные стороны:

Слабые стороны:

",Банки.ру
2342,913,11254,1472,SPT-16954,3,TECH,React,RUSSIAN,,DONE,"2022-08-12 09:02:08","2022-08-18 10:00:00",55.0,"Сильные стороны:
Неплохая база. Знает и работал с reselect
Слабые стороны:
Редакс (основные принципы и мидлвары)
Функции
Промисы - временами путается в ответах.",СБЕР РБ
2344,912,11555,1472,SPT-16952,3,TECH,Java,RUSSIAN,,DONE,"2022-08-12 08:43:25","2022-08-16 14:00:00",65.0,"Сильные стороны: есть знания по Java Core

Слабые стороны: небольшой опыт решения задач ""с листа""

",СБЕР РБ
2345,992,3589,369,SPT-16951,3,TECH,React,RUSSIAN,J2,CANCEL,"2022-08-12 08:39:30","2022-08-17 09:00:00",,"Сильные стороны:

Слабые стороны:

",Ланит - ВТБ
2346,1038,3901,1118,SPT-16950,2,TECH,Android,ENGLISH,M2,DONE,"2022-08-12 08:38:41","2022-08-15 10:00:00",90.0,"Сильные стороны:Vlad showed a good level of technical preparation for the S1 level. He answers questions confidently.

Слабые стороны:
",msg Plaut Austria GmbH
2349,1034,10388,1157,SPT-16947,2,TECH,QAManual,RUSSIAN,,DONE,"2022-08-12 07:47:09","2022-08-12 12:00:00",90.0,"Сильные стороны: неплохая теоретическая база по всем блокам, готовность учиться, есть практические навыки работы с банковскими приложениями

Слабые стороны: при ответах на некоторые блоки чувствуется что есть теоретическая база, но на практике не использовалось, старается вспомнить всё что читала изучала из-за чего уверенность в ответе теряется

",ПАО Банк «ФК Открытие»
2350,1039,11689,195,SPT-16946,1,TECH,React,RUSSIAN,,DONE,"2022-08-12 07:30:53","2022-08-12 12:00:00",85.0,"Сильные стороны:  не теряется на задачах, умение думать и решать

Слабые стороны: побольше порешать задачки, чтобы знать все варианты их реализации, и уметь использовать различные методы

",Философия ИТ
2352,1035,3866,351,SPT-16944,2,TECH,QAManual,RUSSIAN,J1,DONE,"2022-08-12 07:26:30","2022-08-12 11:00:00",99.0,"Сильные стороны: отлично отвечал на все вопросы, готов к прохождению интервью с заказчиком, хороший уровень знаний на мидла

Слабые стороны: не обнаружено

",BSS Group
2353,1037,6747,1157,SPT-16943,2,TECH,Android,RUSSIAN,J1,DONE,"2022-08-12 07:24:20","2022-08-15 10:00:00",85.0,"Сильные стороны:
Хорошая подготовка по большей части вопросов.

Слабые стороны:
Описал в матрице и комментарие.
",ПАО Банк «ФК Открытие»
2354,921,7648,1389,SPT-16983,3,TECH,NodeJs,ENGLISH,,DONE,"2022-08-12 13:01:54","2022-08-15 10:00:00",70.0,"Strong sides: improved knowledge of past topics

Weak sides: at times speak very uncertainly, even on topics he knows; has some gaps in Elasticsearch and database topics",Laba_Sales
2355,1045,699,1315,SPT-16982,2,TECH,BusinessAnalyst,ENGLISH,M3,DONE,"2022-08-12 12:55:36","2022-08-17 14:00:00",90.0,"Сильные стороны: Совокупный опыт работы в IT 16 лет, 1,5 в том числе в качестве БА. Есть опыт работы по водопадной модели, скрам. Есть опыт ведения документации в виде user story, use case. Хорошо понимает принципы управления требованиями, а также порядок организации работы с заинтересованными лицами. Знает принципы работы с рисками. 

Слабые стороны:
1) Определение велосити команды 
2) Определение AC для user story
3) Определение долгосрочных планов по разработке продукта в agile
4) Сравнение СКРАМ и КАНБАН (плюсы и минусы)",Arviem AG
2356,822,7750,1389,SPT-16981,3,TECH,React,RUSSIAN,,DONE,"2022-08-12 12:43:43","2022-08-18 10:00:00",75.0,"Сильные стороны: storages, promise, objects, classes

Слабые стороны: this, event loop

",Laba_Sales
2358,930,1275,16,SPT-16979,3,TECH,Python,RUSSIAN,M3,DONE,"2022-08-12 12:27:43","2022-08-16 11:30:00",85.0,"Сильные стороны: Решил 2 задачи за час, с объяснением алгоритма, выбранное решение проходило все тесты со 2-3 раза

Слабые стороны: Можно поработать над наименованием переменных и функций, неплохо было бы сначала объяснить алгоритм, а затем приступать к его реализации.

",Яндекс Медиалаб
2359,1046,705,954,SPT-16978,2,TECH,QAAutomationJava,ENGLISH,M1,CANCEL,"2022-08-12 12:24:00","2022-08-19 12:00:00",,"Сильные стороны:

Слабые стороны:

",Backbase
