"id","jira_parent_id","candidate_id","project_id","ticket_number","interview_number","interview_type","interview_technology","interview_language","interview_seniority_level","task_status","task_created_date","interview_date","subjective_readiness","interviewer_comment"
1310,518,7767,1327,SPT-14758,2,TECH,Java,RUSSIAN,,DONE,"2022-06-28 07:09:40","2022-06-30 06:00:00",90.0,"Сильные стороны: Хорошо ответил на все вопросы. 

Слабые стороны: В некоторых темах было пару незначительных пробелов(когерентность кэшей, fail fast fail save итераторы, ReadWriteLock, Согласованность в ACID)

"
1311,461,803,969,SPT-14757,2,TECH,React,ENGLISH,,DONE,"2022-06-28 06:55:37","2022-07-01 10:00:00",75.0,"Сильные стороны: Неплохие знания в TypeScript, хорошо рассказал хуки, хорошие знания по ООП

Слабые стороны: Сильно волнуется, за счёт чего путается, может не услышать вопрос и рассказывать не о том о чем спросили. Не всегда знает, что ответить на ""каверзные вопросы"".

"
1312,574,1687,1327,SPT-14756,2,TECH,Java,RUSSIAN,J2,DONE,"2022-06-28 06:23:21","2022-06-28 07:00:00",75.0,"Сильные стороны: Spring

Слабые стороны: Hibernate, SQL, Multithreading

"
1313,572,3600,,SPT-14755,2,TECH,UXUI,ENGLISH,M3,DONE,"2022-06-27 18:34:43","2022-07-01 08:30:00",75.0,"Strengths:
1. Proactive, leads the conversation.
2. Prepared questions for the client
3. experience in UX research
4. has experience working with large libraries
5. Liked the answers to questions about design challenges, complexity, and design roadmap.

Weaknesses:
1. Needs to be sure to show the client artifacts and design examples. Didn't have that.
2. study how hypotheses are formed
3. Talk more specifics and less water. Give concrete examples of insights. If some features are mentioned, say which ones. Without abstractions. I missed it too. 

"
1314,356,,729,SPT-14754,3,TECH,dotNET,ENGLISH,S1,DONE,"2022-06-27 18:27:43","2022-07-01 13:00:00",85.0,"Сильные стороны:
.Net Basics, .Net Web API, SQL, Tests (backend. frontend), Typescript, React (small experience, but good with angular and good in theory), CI/CD
Слабые стороны:
Azure Cloud/Services that need to check (small experience with Azure, with some other services) :
Azure Functions, App Services, Deployment Slots (compare each other)
NoSql (continue to investigate MongoDb or CosmosDb)
Check SonarQube
Check monorepository (frontend)"
1315,508,,1326,SPT-14753,2,TECH,SystemAnalyst,RUSSIAN,,CANCEL,"2022-06-27 18:25:53","2022-06-28 13:00:00",,"Сильные стороны:

Слабые стороны:

"
1316,42,7662,66,SPT-14752,2,TECH,QAAutomationJava,RUSSIAN,,DONE,"2022-06-27 18:05:09","2022-06-28 06:00:00",65.0,"Сильные стороны: очень приятный в общении, сильная самопрезентация (но нужно немного структурировать), понимает процессы в команде

Слабые стороны: базовая теория тестирования, некоторые инструменты

"
1317,540,2574,35,SPT-14751,2,TECH,React,RUSSIAN,M1,DONE,"2022-06-27 17:29:10","2022-06-29 10:00:00",95.0,"Сильные стороны:
Уверенные знания теории, решил большинство задач
Слабые стороны:
Иногда спешил в задачах. В одной теме ошибся. В целом все хорошо.
Ссылка на видео: https://spt-storage.andersenlab.dev/s/QQpAoeGdkR55wBK"
1318,534,567,283,SPT-14747,2,TECH,iOS,RUSSIAN,J3,DONE,"2022-06-27 15:04:28","2022-06-28 15:00:00",70.0,"Сильные стороны:
Хорошо изучила материал с прошлого раза 

Слабые стороны:
Мало коммерческого опыта и коммуникации с командой
"
1319,457,,149,SPT-14743,3,TECH,dotNET,ENGLISH,M2,CANCEL,"2022-06-27 14:33:57","2022-07-04 10:00:00",,"Сильные стороны:

Слабые стороны:

"
1320,26,4532,1118,SPT-14742,2,TECH,DevOps,ENGLISH,M2,DONE,"2022-06-27 14:27:43","2022-06-28 15:00:00",95.0,"Сильные стороны: jenkins, k8s, aws

Слабые стороны: SAFE methodology

"
1321,178,4372,679,SPT-14741,4,TECH,React,ENGLISH,J3,DONE,"2022-06-27 14:26:29","2022-06-30 14:00:00",71.43,"Сильные стороны:
- улучшил некоторые знания теории с прошлого раза

Слабые стороны:
- сложности с практическим решением задачи
"
1322,28,,351,SPT-14739,2,TECH,QAManual,RUSSIAN,,DONE,"2022-06-27 14:19:45","2022-06-28 10:00:00",60.0,"Сильные стороны: отвечает уверенно и размеренно, хорошо знает теорию тестирования и может привести примеры по обсуждаемым темам. 

Слабые стороны: недостаточно проработана самопрезентация, нужно продумать ответы на каверзные вопросы и вопросы по теории.

"
1323,180,2891,679,SPT-14738,3,TECH,React,ENGLISH,J2,DONE,"2022-06-27 13:59:04","2022-06-28 08:00:00",80.0,"Сильные стороны: По сравнению с прошлым собеседованием была проведена результативная работа над ошибками, критические пробелы по теории закрыты. Во время лайв-кодинга была сделана одна задача, хоть и с помощью

Слабые стороны: Всё ещё проблемы с лайв-кодингом, одна задача не сделана и одна сделана с помощью

"
1324,414,7660,66,SPT-14736,4,TECH,Go,RUSSIAN,,DONE,"2022-06-27 13:46:57","2022-06-28 06:00:00",60.0,"Сильные стороны: Docker build, Linux

Слабые стороны: CI/CD, Docker-compose, Logging & Monitoring, K8S

"
1325,458,1916,969,SPT-14735,2,TECH,React,ENGLISH,,DONE,"2022-06-27 13:44:39","2022-07-01 09:00:00",91.18,"Сильные стороны: JS core, Knowledge of React, Redux + soft-skills

Слабые стороны: custom middlewares, implementation of SOLID in React, virtualization, batching and setState in async-functions, in more details when it makes sense to use useMemo + useCallback

"
1326,45,5022,1327,SPT-14733,2,TECH,SystemAnalyst,RUSSIAN,M1,DONE,"2022-06-27 13:24:31","2022-06-30 06:00:00",70.0,"акому уровню соответствует кандидат (J1,J2,J3,M1,M2,M3,S): SA  m1+ / ВА m1

Общее впечатления после интервью:  Средние софт-скилы, говорит спокойной и местами неуверенно или пробует по логике ответить. Если что то не знает, говорит, что с этим не работала и не знает что такое (такие ответы в основном на базовых вопросах).
Может участвовать в:
- сборе требований
- согласовании требований
- работа с изменениями в требованиях
- проектировании БД 
- интеграциях
- моделировании процессов в нотации bpmn, в uml под наблюдением "
1327,35,,729,SPT-14732,2,TECH,dotNET,ENGLISH,S1,DONE,"2022-06-27 12:57:38","2022-06-28 11:00:00",55.0,"Сильные стороны:
.Net Basics, .Net Web API, SQL, NoSQL (MongoDb), Tests (backend NUnit), Typescript, CI/CD (Azure DevOps), Microservices (only theory)
Слабые стороны:
Prepare a good self presentation on english.
React (refresh knowledge with basic staff)
DDD (check DDD in deep)
REST API (REST concerns or REST Maturity Model)
Frontend tests (unit and snapshot testing - Jest library)
Check Storybook library
Read about microfrontends and monorepository
NoSQL (check CosmosDB)
Azure Cloud/Services that need to check (small experience with Azure) :
- Azure Functions, App Services, Deployment Slots (compare each other)
- Azure Storage
- API Management Azure
- Azure AD
Read some technical english states to have get more english technical words"
1328,31,,396,SPT-14731,2,TECH,Cplusplus,RUSSIAN,M1,DONE,"2022-06-27 12:52:55","2022-06-28 10:00:00",50.0,"Сильные стороны:
Реальный опыт многопоточной разработки. Есть понимание основных парадигм языка C++. Ориентируется в структурах данных и сложности алгоритмов. Понимает передачу по ссылке и значению.
Слабые стороны:
Отсутствует знание базовых ключевых слов и связанных особенностей языка (static, const, mutable). Определения звучат размыто и оттого неуверенно. Путается в терминах (вместо static - const и т.п.). Нет понимания семантики перемещения (move-семантики). Часть контейнеров не изучена в достаточной мере (unordered_set и unordered_map), слабое понимание внутреннего устройства памяти в контейнерах (не знает хэш-таблицы и чёрно-красные деревья)."
1329,392,,66,SPT-14729,4,TECH,Java,RUSSIAN,M2,CANCEL,"2022-06-27 12:43:50","2022-06-30 06:00:00",,"Сильные стороны:

Слабые стороны:

"
1330,37,,326,SPT-14728,2,TECH,dotNET,RUSSIAN,S1,DONE,"2022-06-27 12:36:52","2022-07-06 15:00:00",95.0,"Адекватный, хорошо подготовленный кандидат с опытом управления командами."
1331,52,,66,SPT-14727,2,TECH,Java,RUSSIAN,S1,CANCEL,"2022-06-27 12:26:31","2022-06-29 14:00:00",,"Сильные стороны:

Слабые стороны:

"
1332,332,10108,444,SPT-14726,4,TECH,iOS,RUSSIAN,,DONE,"2022-06-27 12:20:40","2022-06-28 14:00:00",70.0,"Вообще не плохо. Но часто встречаю пробелы в базе. Разработчик с 2-3х летним опытом должен это знать

Сильные стороны:
Не плохо с многопоточность. В базовых понятиях разбирается хорошо
Слабые стороны:
АРС и МРС (https://www.youtube.com/watch?v=3EttKTOfBbc&t=1750s)
-когда структура велью тайп, а класс референс (https://habr.com/ru/amp/post/592385/)
-ранЛуп на практике 
"
1333,418,7667,793,SPT-14725,2,TECH,dotNET,RUSSIAN,M3,DONE,"2022-06-27 12:13:56","2022-06-29 10:00:00",50.0,"Сильные стороны:
Good understanding of familiar technologies, which were used day-to-day

Слабые стороны:
Lack of understanding of fundamentals (async-await, GC, middleware), no knowledge of technologies required for the position (RabbitMQ, Redis, OAuth, JWT, AWS)
"
1334,402,,35,SPT-14724,3,TECH,React,RUSSIAN,,DONE,"2022-06-27 12:01:06","2022-06-29 06:00:00",70.0,"Слабые стороны: семантика для чего нужна, схлопывание полей соседей, bigint, замыкание LE, garbage collector, react.lazy, reconciliation
Сильные стороны: типизация, специфичность селектора, хостинг, this, EL, приведение типов

"
1335,453,,1104,SPT-14723,2,TECH,Java,ENGLISH,J2,DONE,"2022-06-27 11:51:40","2022-06-29 12:00:00",100.0,"Кандидат ответил практически на все вопрсы. Хорошо общается на английском. Не вижу расписывать сильные стороны, так как на все ответил. Задачу на лайв-кодинге решил, с небольшими ошибки, но это не существенно. Интервью должен пройти легко.

Рекомендации:
1. Чуть больше изучить Kafka. Хороший курс - https://moodle.andersenlab.com/moodle/course/view.php?id=310 
2. Почитать про разные NoSQL базы данных побольше.
3. Почитать про CTE and Window Functions в SQL. Плюс разные уровни для разных СУБД.  https://www.infoq.com/articles/Isolation-Levels/ "
1336,328,3964,1104,SPT-14719,2,TECH,Java,ENGLISH,M1,DONE,"2022-06-27 11:18:57","2022-06-29 13:00:00",85.0,"Сильные стороны:
RESTful services and WebAPI, Spring Boot, Spring Core, Algorithms/Data Structures

Слабые стороны:
Testing processes, Spring Core
"
1337,274,,584,SPT-14716,5,TECH,PHP,ENGLISH,M2,DONE,"2022-06-27 10:59:21","2022-06-28 12:00:00",40.0,"Сильные стороны:
Кандидат имеет опыт работы не только с Magento, но и с Larevel, есть опыт работы с CI/CD Так же кандидат указал, что опыт работы с magento у него 1 год. Есть пробелы в знаниях, как Magento, так и специфичных для проекта вещей.

Слабые стороны:

Нет опыта разработки API
Небольшой опыт работы с  Magento
Небольшой опыт работы с Docker/Docker Compose
Нет кейсов по разработке решений интеграций с ERP
Нет кейсов работы с  B2B, C2C 
"
1338,329,3446,586,SPT-14713,2,TECH,React,ENGLISH,M1,DONE,"2022-06-27 10:49:58","2022-06-28 15:00:00",90.0,"Сильные стороны: Бегло и по существу общается на все опрошенные темы, обосновывая свои выводы и ответы; показывает практический опыт работы в продакшн-проектах

Слабые стороны: Слабовато решение практического задания; некоторые отдельные пробелы конкретно по React"
1339,9,7734,396,SPT-14712,2,TECH,SystemAnalyst,RUSSIAN,M1,DONE,"2022-06-27 10:47:23","2022-07-04 07:00:00",75.0,"Сильные стороны: Опыт работы в качестве БА, выполняющего функции СА на ком. проектах. Опыт моделирования бизнес процессов с использованием BPMN. Участвовал в прототипировании front-end компонентов.  Есть опыт описания функциональных требований с использованием use case. Базовые знания архитектурных стилей

Слабые стороны:
1) Сетевые протоколы 
2) NoSQL БД
3) Веб-сервисы - REST API
"
1340,531,2681,66,SPT-14711,3,TECH,Java,RUSSIAN,J3,CANCEL,"2022-06-27 10:24:43","2022-07-18 06:00:00",,"Сильные стороны:

Слабые стороны:

"
1341,334,1144,,SPT-14705,2,TECH,Java,ENGLISH,M1,DONE,"2022-06-27 09:53:33","2022-06-29 10:00:00",87.0,"Сильные стороны:
грамотный кандидат
Слабые стороны:
нужно подтянуть core "
1342,476,7664,66,SPT-14704,2,TECH,QAManual,RUSSIAN,,DONE,"2022-06-27 09:48:44","2022-06-28 06:15:00",65.0,"Сильные стороны: общие моменты, не углубляюсь в практику - web, заглушки

Слабые стороны: интеграционное тестирование на проекте, логирование

"
1343,478,7677,66,SPT-14702,2,TECH,QAManual,RUSSIAN,,DONE,"2022-06-27 06:36:46","2022-06-27 12:00:00",70.0,"Сильные стороны:
самопрезентация, софт скилы, знания по общим темам + веб
Слабые стороны: пока не выявлены 

"
1344,312,1190,195,SPT-14701,3,TECH,React,RUSSIAN,,DONE,"2022-06-27 09:36:42","2022-06-28 13:00:00",80.0,"Сильные стороны:
Имеет неплохие теоретические знания в большинстве тем. 

Слабые стороны:
Невнимательность, в связи с чем сделал ряд ошибок в задачах. 
При ответе делает долгие паузы. "
1345,492,9199,66,SPT-14699,2,TECH,QAManual,RUSSIAN,,DONE,"2022-06-27 06:28:06","2022-06-27 12:00:00",55.0,"Сильные стороны:

Слабые стороны:

"
1346,382,1917,234,SPT-14698,3,TECH,Go,RUSSIAN,M3,DONE,"2022-06-27 09:20:11","2022-06-28 10:00:00",90.0,"Сильные стороны: знания golang 

Слабые стороны: неуверенность в ответах

"
1347,279,3790,,SPT-14697,3,TECH,DevOps,ENGLISH,M2,DONE,"2022-06-27 09:13:45","2022-06-28 15:00:00",100.0,"Pass level		82,76%				
Comment		Real good. No significant issues at all, just fails on some advanced topics (as many others)				"
1348,324,2854,186,SPT-14696,2,TECH,UXUI,ENGLISH,M1,DONE,"2022-06-27 06:11:45","2022-06-27 03:00:00",90.0,"Сильные стороны: Overall level of qualification and skills is good enough for the interview passing. Good English level, understanding of the design process, and all required methodologies. Works on various types of projects in the company.
Слабые стороны: Lack of passed number of interviews in the company (this is the first one); use cases topic - is the key according to the requirements, Daria needs to go in some details on this; repeat agile and kanban methodologies."
1349,211,,775,SPT-14693,3,TECH,Architect,ENGLISH,J1,DONE,"2022-06-27 09:02:43","2022-06-28 14:00:00",85.0,"Сильные стороны:
Впринципе неплохо разобрался с разделами AVD, понимает что и как делать. Заполнил большую часть секций
Слабые стороны:
Есть вопросы по описанию архитектуры, где-то может упустить важный момент, где-то неоднозначно написать, что непонятно что это может значить. Технически понимает многие моменты, но может упустить какую-то деталь, которая влияет на общую архитектуру. Необходимо изучить материалы по оценке проектов, сейчас не знает как это делать.
"
1350,496,3119,1073,SPT-14690,2,TECH,NodeJs,ENGLISH,J1,DONE,"2022-06-27 08:44:25","2022-06-28 13:00:00",90.0,"Кандидат показал хорошие знания по всем затронутым темам, уверенно отвечал на вопросы по js, ts, node js

Есть небольшие неточности в понимании node js event loop, также стоит повторить promise chaining, ci/cd

"
1351,298,4983,954,SPT-14686,2,TECH,Android,ENGLISH,M3,DONE,"2022-06-27 08:38:46","2022-07-04 10:00:00",80.0,"Сильные стороны:  Уверенно отвечает на поставленные вопросы

Слабые стороны: необходимо улучшить разговорные навыки

"
1352,160,,1157,SPT-14685,4,TECH,Java,RUSSIAN,M2,DONE,"2022-06-27 08:29:33","2022-06-29 06:00:00",85.0,"Сильные стороны:
По теории и практике просмотрены все материалы
Слабые стороны:
Недопонимания многопоточки, как и большинства кандидатов
"
1353,142,1589,195,SPT-14683,4,TECH,Java,RUSSIAN,J1,DONE,"2022-06-27 08:21:06","2022-06-28 05:30:00",85.0,"Сильные стороны: Core Java, Hibernate, Sring Core

Слабые стороны: Spring Cloud, Event-Driven Microservices Architecture

"
1354,372,7776,66,SPT-14680,4,TECH,SystemAnalyst,RUSSIAN,J1,DONE,"2022-06-27 08:02:10","2022-06-28 12:00:00",87.5,"Сильные стороны: UML

Слабые стороны: -

"
1355,495,10937,,SPT-14678,2,TECH,ReactNative,ENGLISH,,DONE,"2022-06-27 07:59:27","2022-06-30 12:00:00",80.0,"Сильные стороны:
+ уверенные знания базового JS и TS, заметен практический опыт в React Native
+ я проводила Трэйси асмт для перехода на М1, и он учел все мои замечания, заметна подготовка по темам, которые были пропущены: почитал про публикацию приложений в стор, намного увереннее говорит, изучил теорию тестирования
+++ хорошо знает базу по RN, уверенный мидл

Слабые стороны:
- заметно отсутствие опыта самостоятельной работы: нужен более опытный сотрудник для контроля
- нет опыта в CI/CD
- нужно повторить методичку по реакту, потому что это будет первое, что спросят
- не были названы способы повысить секьюрность приложения: почитать про безопасность, шифрование хранилища, обфускацию, MTLS
- нет опыта публикации в сторы: не справится, если будет единственным разработчиком"
1356,431,,369,SPT-14675,2,TECH,Java,RUSSIAN,,CANCEL,"2022-06-27 07:28:29","2022-06-28 06:00:00",,"Сильные стороны:

Слабые стороны:

"
1357,388,4737,66,SPT-14674,3,TECH,React,RUSSIAN,J2,CANCEL,"2022-06-27 07:00:52","2022-06-29 10:00:00",,"Сильные стороны:

Слабые стороны:

"
1358,489,3866,1326,SPT-14673,3,TECH,QAManual,RUSSIAN,J1,DONE,"2022-06-27 06:43:09","2022-06-28 10:30:00",83.0,"Сильные стороны: web, общая теория

Слабые стороны: soap

"
1359,417,2906,66,SPT-14672,2,TECH,Android,RUSSIAN,J2,DONE,"2022-06-27 06:29:03","2022-06-29 13:00:00",60.0,"Сильные стороны: Говорит очень уверенно

Слабые стороны: Много пробелов в основах

"
1360,422,7612,35,SPT-14670,3,TECH,React,RUSSIAN,,DONE,"2022-06-27 06:04:43","2022-06-28 15:00:00",70.0,"Сильные стороны: Видно, что есть понимание обсуждаемых тем. На сложные прикладные вопросы старалась найти ответ и в большинстве случаев находила.  Видно, что при ответе на вопросы пользуется всем багажом знаний, а не только тем, что подходит к данной теме, что, по моему скромному мнению, очень круто!

Слабые стороны: Бывает, что при ответе на вопросы начинает свой ответ от Адама и Евы вместо короткого ответа, хотя в итоге к короткому ответу приходит. Надо поработать над этим ибо зачастую короткий и ясный ответ лучше развернутого (если надо интервьюер задаст дополнительные вопросы). 

"
1361,126,2233,793,SPT-14669,3,TECH,QAAutomationCsharp,RUSSIAN,M1,DONE,"2022-06-27 06:02:41","2022-07-06 12:30:00",70.0,"С темами после первого прогона ознакомилась, по большинству вопросов ответила, не вижу смысла больше проводить прогон технический. Осталось ознакомиться с тулзами, поправить CV и можно пробовать на интервью

"
1362,557,8876,935,SPT-14668,4,TECH,QAAutomationFlutter,RUSSIAN,,CANCEL,"2022-06-24 20:59:18","2022-06-29 13:42:00",,"Сильные стороны:

Слабые стороны:

"
1363,471,,66,SPT-14667,3,TECH,QAAutomationJava,RUSSIAN,J1,CANCEL,"2022-06-24 20:58:39","2022-06-30 11:00:00",,"Сильные стороны:

Слабые стороны:

"
1364,471,,66,SPT-14666,5,TECH,QAAutomationJava,RUSSIAN,J1,CANCEL,"2022-06-24 20:58:11","2022-07-01 07:00:00",,"Сильные стороны:

Слабые стороны:

"
1365,427,2605,335,SPT-14665,2,TECH,SystemAnalyst,RUSSIAN,M1,CANCEL,"2022-06-24 18:40:22","2022-07-01 13:00:00",,"Сильные стороны:

Слабые стороны:

"
1366,588,,1233,SPT-14664,2,TECH,React,ENGLISH,S1,CANCEL,"2022-06-24 18:36:57","2022-06-28 10:00:00",,"Сильные стороны:

Слабые стороны:

"
1367,401,8516,1326,SPT-14663,2,TECH,Java,RUSSIAN,,DONE,"2022-06-24 15:12:59","2022-06-27 02:30:00",80.0,"Сильные стороны: Core, Spring

Слабые стороны: openshift, kafka

"
1368,239,4107,270,SPT-14661,4,TECH,QAAutomationJava,RUSSIAN,,DONE,"2022-06-24 15:21:01","2022-06-27 14:00:00",60.0,"Сильные стороны: знаком со flutter

Слабые стороны: Необходимо проработать подсвеченные во время опроса моменты, написать приложение и протестировать его 

"
1369,438,,66,SPT-14658,2,TECH,Java,RUSSIAN,M2,CANCEL,"2022-06-24 14:46:35","2022-06-30 09:00:00",,"Сильные стороны:

Слабые стороны:

"
1370,288,6714,351,SPT-14656,3,TECH,QAManual,RUSSIAN,,DONE,"2022-06-24 11:21:44","2022-06-27 07:00:00",80.0,"Сильные стороны: отвечает на теоретические вопросы, не зависает на вопросах, не заикается и отвечает цельным потоком. не теряется

Слабые стороны: иногда слишком много слов на мало смысла, надо порепетировать ответы чтобы было много смысла на мало слов. 
нужен практический опыт в финтехе — в резюме указан опыт 2 года, а по факту опыта нет и из-за этого сложно. "
1371,562,3716,66,SPT-14655,2,TECH,Android,RUSSIAN,J3,DONE,"2022-06-24 14:21:38","2022-06-28 14:00:00",90.0,"Сильные стороны:
Нормальные софт скилы
Быстро ориентируется в приложенных ситуациях
Слабые стороны:
singleton
Отличия паттернов ""Фабричный метод"" и ""Абстрактная фабрика""
Сервисы
Doze mode и как его обойти
RXJava hot to cold observables
MVVM
"
1372,423,,1272,SPT-14654,2,TECH,Java,RUSSIAN,S1,DONE,"2022-06-24 11:12:26","2022-06-27 04:00:00",95.0,"Сильные стороны: уверенный в себе отвечает по делу. чувствуется опыт и интерес к отрасли. может рассуждать если не знает ответа

Слабые стороны: не выявлено

"
1373,307,1876,66,SPT-14652,4,TECH,React,RUSSIAN,,DONE,"2022-06-24 10:57:55","2022-06-27 11:00:00",93.0,"Сильные стороны: Отвечал уверенно, подготовка хорошая.
Слабые стороны: Из того, на что еще стоит обратить внимание - особенности работы с finally (Promises), отличия fetch и xhr, что такое BOM, какие есть виды систем контроля версий, примеры для каждой из них, группы паттернов и примеры паттернов для каждой, классы ответов http. Обратить внимание на формулирование определений по основным понятиям js.

"
1374,428,,326,SPT-14651,2,TECH,dotNET,RUSSIAN,S1,DONE,"2022-06-24 10:46:29","2022-06-27 12:00:00",50.0,"Сильные стороны:

Слабые стороны:

"
1375,553,173,,SPT-14650,2,TECH,Angular,ENGLISH,,DONE,"2022-06-24 13:46:16","2022-06-27 12:00:00",90.0,"Сильные стороны: хорошие знания фреймворка и нативного js

Слабые стороны: формулировка ответов на английском

"
1376,172,,,SPT-14646,3,TECH,QAAutomationJava,ENGLISH,M1,DONE,"2022-06-24 13:20:50","2022-06-29 15:00:00",85.0,"Сильные стороны: Разобрал мобилную автоматизацию и фермы, проделал хороший объем работы и получил опыт в рамках пэт проекта

Слабые стороны: нужно разобраться с AWS

"
1377,564,7767,1326,SPT-14643,2,TECH,Java,RUSSIAN,,DONE,"2022-06-24 09:53:39","2022-06-24 10:00:00",82.0,"Сильные стороны: В целом нормально ответил на большинство вопросов. Неплохо ответил по SpingData и SpringBoot. Базы данных, Rest.

Слабые стороны: Повторить иерархию репозиторий в SpringData. Посмотреть как SpringBoot ищет файл springFactories в стартерах. Повторить реализацию параллельного и конкурентного доступа в RabbitMQ и Kafka. CI/CD. Повторить процесс деплоя через Jenkins, особенно финальные шаги. Команды Docker. Микросервисы - неплохо, в идеале пробежаться по патернам. 

"
1378,327,,14,SPT-14642,3,TECH,DevOps,RUSSIAN,M3,DONE,"2022-06-24 12:52:25","2022-06-28 12:00:00",85.0,"Сильные стороны: Kubernetes in general , kubernetes integrations, ci/cd, gitops, linux security, network , ansible , 

Слабые стороны: SAST/DAST , click house, 

"
1379,583,3628,396,SPT-14640,2,TECH,Android,RUSSIAN,,DONE,"2022-06-24 12:47:33","2022-06-28 06:00:00",70.0,"Сильные стороны:
Неплохие знания Dagger 2 и в целом

Слабые стороны:

есть проблемы в про"
1380,551,304,396,SPT-14639,2,TECH,SystemAnalyst,RUSSIAN,M1,DONE,"2022-06-24 12:42:11","2022-06-28 13:00:00",85.0,"Сильные стороны: Опыт работы а качестве СА в различных доменных областях, в том числе телеком. Работал как правило по примеси СКРАМА и КАНБАН. Опыт ведения проектной документации. Опыт описания различных интеграций. Участие в тестировании REST API. Отвечает на вопросы структурированно. Хорошо развито логическое мышление

Слабые стороны:
1) Разница между ipv4/ipv6
2)  Методы аутентификации
3) Разница между стримингом и батчингом
4) Отсутствует опыт проектирования REST API 
"
1381,345,1824,66,SPT-14638,4,TECH,SystemAnalyst,RUSSIAN,M1,DONE,"2022-06-24 12:35:48","2022-06-28 07:00:00",92.0,"Сильные стороны: Опыт проектной работы в качестве бизнес аналитика. На нескольких проектах также совмещал обязанности БА и СА. Опыт анализа и описания требований , связанных с изменениями на стороне UI, back-end, БД. Опыт работа с интеграциями. Знание различных артефактов для документирования требований: SRS, user story, use case, AC. Опыт работы с реляционными (PostgreSQL) и нереляционными БД(MongoDB).

Слабые стороны:
1) Отсутствие понимания websocket, webhooks, polling
2) Отсутствие знаний по теме идемпотентность
3) Слабый SQL, допускает ошибки даже при простых запросах на выборку данных
"
1382,585,8478,164,SPT-14636,2,TECH,dotNET,RUSSIAN,,DONE,"2022-06-24 09:16:53","2022-06-27 10:00:00",99.0,"Сильные стороны:
- Есть интересный опыт разработки, может интересно рассказать
- Отличные знания по базе .Net

Слабые стороны:
- Маловато реального опыта
- Работа с SQL в основном в обучающих задачах
- Почти нет опыта с многопоточностью
"
1383,573,6766,101,SPT-14634,2,TECH,Android,RUSSIAN,,DONE,"2022-06-24 08:52:16","2022-06-27 07:00:00",50.0,"Сильные стороны: архитектуры

Слабые стороны: 
IT base: виды паттернов; фасад, адаптер;
Java: Executors, synchronized, soft и weak referencies, stack подробнее, название разделов кучи
Kotlin: crossinline

"
1384,289,4898,550,SPT-14631,3,TECH,Angular,ENGLISH,,DONE,"2022-06-24 11:28:15","2022-06-28 10:00:00",71.0,"Weak sides: didn't notice improvements in soft skills direction. Also need to mention that candidate often tries to explain theoretical basics that stands behind the question, but after doing so forgets to answer the original question and starts talking about completely different things"
1385,8,9200,66,SPT-14630,3,TECH,iOS,RUSSIAN,,DONE,"2022-06-24 08:02:48","2022-06-27 11:00:00",90.0,"Сильные стороны: Знание теории, умение тестировать

Слабые стороны: Волнение, невнимательность

"
1386,509,,1047,SPT-14627,3,TECH,QA Lead,RUSSIAN,M2,DONE,"2022-06-24 10:11:44","2022-06-28 08:30:00",40.0,"Сильные стороны:-

Слабые стороны: самопреза, всё ещё мыслит однобоко

"
1387,381,,270,SPT-14626,4,TECH,QAAutomationJava,RUSSIAN,,CANCEL,"2022-06-24 06:48:17","2022-06-27 11:00:00",,"Сильные стороны:

Слабые стороны:

"
1388,317,4334,,SPT-14625,2,TECH,DevOps,ENGLISH,M3,CANCEL,"2022-06-24 09:23:48","2022-06-28 08:00:00",,"Сильные стороны:

Слабые стороны:

"
1389,414,7660,66,SPT-14624,3,TECH,Go,RUSSIAN,,DONE,"2022-06-24 05:59:15","2022-06-27 01:00:00",85.0,"Сильные стороны: Изучены темы: пакет sync, context.

Слабые стороны: Взаимодействие сервиса и базы данных, шифрование tls и сертификаты x509, отличие R RW mutex, получение env  при контейнеризации.

"
1390,304,7790,101,SPT-14623,3,TECH,Android,RUSSIAN,,DONE,"2022-06-24 08:55:38","2022-06-29 14:00:00",95.0,"Сильные стороны:
Хорошие софт скиллы
Хорошая теоретическая база
Слабые стороны:
Некоторые темы были изучены не до конца

"
1391,376,,101,SPT-14622,3,TECH,Android,RUSSIAN,M1,DONE,"2022-06-24 08:43:53","2022-06-30 07:00:00",30.0,"Не успели пройти все темы, осталось: Broadcast Receivers, ContentProvides, Network, DI, RxJava, Database, Arch, Tests

Крайне слабый кандидат, точно не на позицию S. Очень много неуверенности при ответах, пробелы в знаниях и отсутствие опыта во многих темах

Сильные стороны:
Kotlin

Слабые стороны:
Java core, Android Core"
1392,535,2997,930,SPT-14621,2,TECH,Architect,ENGLISH,S1,DONE,"2022-06-24 08:32:23","2022-06-29 14:00:00",90.0,"Сильные стороны:
Понимает как заполнять ASR, некоторую часть заполнил и обсудили, контекстная и контейнерная диаграмма тоже сделана. Пообсуждали вариант синхронизации БД (не было учтено в AVD), SOA и т.д.. 
Но впринципе, показал неплохие знания и может вполне заниматься разработкой AVD
Слабые стороны:
Видно, что потратил не очень много времени на AVD, не успел закончить несколько важных разделов, добавил самые простые ограничения, не прорабатывал вопрос одновременной работы старого и нового приложения

"
1393,463,2410,195,SPT-14620,3,TECH,React,RUSSIAN,,DONE,"2022-06-24 05:29:39","2022-06-27 10:00:00",87.0,"Сильные стороны: Js core, асинхронность в js, TS в типизации

Слабые стороны: react, хуки react

"
